,id,pid,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,land_contour,utilities,land_slope,overall_qual,overall_cond,year_built,year_remod/add,mas_vnr_area,exter_qual,exter_cond,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_val,mo_sold,yr_sold,saleprice
1099,2107,906380160,20,3,74.0,8556,4,2,4,3,7,5,2006,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,1240.0,1240.0,5,2,4,1240,0,0,1240,0.0,0.0,2,0,2,1,4,5,4,0,1,2006.0,2,3.0,826.0,2,3,2,140,93,0,0,0,0,1,1,0,5,2007,194000
1100,2486,532351060,20,3,70.0,9100,4,2,4,3,5,4,1962,1962,51.0,3,3,3,3,1,2,36.0,1,0.0,952.0,988.0,5,2,4,988,0,0,988,1.0,0.0,1,0,3,1,3,6,4,0,1,1977.0,1,2.0,624.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2006,129500
1101,1911,535101150,90,3,63.0,8668,4,2,4,3,5,5,1968,1968,0.0,3,3,3,3,1,1,0.0,1,0.0,1560.0,1560.0,3,2,4,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,4,0,1,1968.0,1,3.0,792.0,1,3,2,0,0,0,0,0,0,1,1,0,5,2007,126000
1102,896,908225290,20,3,70.0,11767,4,2,4,3,5,5,1950,1950,0.0,3,3,2,3,2,3,1078.0,1,0.0,0.0,1078.0,3,2,3,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,3,0,1,1950.0,2,1.0,195.0,2,3,2,0,41,211,0,0,0,1,1,900,6,2009,120000
1103,272,907410080,20,3,70.0,8400,4,2,4,3,7,5,2004,2005,109.0,4,3,4,3,3,6,712.0,1,0.0,761.0,1473.0,5,2,4,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,4,0,1,2004.0,2,2.0,606.0,2,3,2,0,35,0,144,0,0,1,1,0,5,2010,213000
1104,2521,533253090,120,3,40.0,3874,3,2,4,3,8,5,1980,1980,0.0,4,3,4,3,4,6,807.0,1,0.0,419.0,1226.0,3,2,4,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,4,1,2,1980.0,3,2.0,484.0,3,3,2,133,78,0,0,0,0,1,1,0,7,2006,190000
1105,2324,527158020,20,3,69.0,8076,3,2,4,3,6,6,1993,1994,112.0,3,3,4,3,1,6,705.0,1,0.0,455.0,1160.0,4,2,4,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,4,1,3,1993.0,3,2.0,402.0,3,3,2,0,26,0,0,144,0,1,3,0,7,2006,183500
1106,1953,535402140,80,3,93.0,10090,3,2,4,3,7,5,1963,1999,364.0,3,3,3,3,3,3,242.0,5,483.0,0.0,725.0,3,2,4,1035,616,0,1651,0.0,1.0,2,0,4,1,3,6,4,2,3,1963.0,1,1.0,276.0,1,3,2,460,46,0,0,165,0,1,3,0,10,2007,172000
1107,887,908102290,20,3,67.0,8877,4,2,4,2,4,6,1938,1958,0.0,3,3,3,3,2,5,690.0,1,0.0,126.0,816.0,5,2,4,816,0,0,816,1.0,0.0,1,0,2,1,3,3,4,1,4,1958.0,1,1.0,288.0,1,2,2,0,0,0,0,0,0,1,1,0,5,2009,100000
1108,1479,907418010,20,3,85.0,11058,4,2,4,3,7,6,2007,2007,212.0,4,3,4,3,1,6,56.0,1,0.0,1508.0,1564.0,5,2,4,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,4,0,1,2007.0,2,3.0,814.0,2,3,2,0,24,0,0,0,0,1,1,0,2,2008,218836
1109,1317,902326060,190,1,60.0,10800,4,2,4,3,6,7,1905,2000,0.0,3,3,2,3,1,1,0.0,1,0.0,482.0,482.0,5,0,4,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,4,1,3,2003.0,1,2.0,672.0,1,3,2,0,25,212,0,0,0,1,1,0,4,2008,163000
1110,1750,528235170,20,3,59.0,10936,3,2,4,3,7,5,2006,2006,0.0,4,3,4,3,3,1,0.0,1,0.0,1510.0,1510.0,5,2,4,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,4,1,4,2006.0,2,2.0,534.0,2,3,2,100,18,0,0,0,0,1,1,0,4,2007,206580
1111,2815,907420070,60,3,65.0,8461,4,2,4,3,6,5,2005,2006,0.0,4,3,4,3,1,1,0.0,1,0.0,728.0,728.0,5,2,4,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,4,1,4,2005.0,3,2.0,390.0,3,3,2,0,24,0,0,0,0,1,1,0,7,2006,163990
1112,2692,903452090,70,1,60.0,7518,4,2,4,3,5,8,1910,2004,0.0,2,4,2,2,1,1,0.0,1,0.0,396.0,396.0,4,2,4,665,665,0,1330,0.0,0.0,1,0,3,1,3,7,4,0,1,2001.0,1,1.0,390.0,1,3,0,0,72,45,0,0,0,1,3,0,7,2006,116500
1113,1090,528240050,60,3,69.0,8010,3,2,4,3,7,5,2002,2003,0.0,4,3,4,3,1,1,0.0,1,0.0,840.0,840.0,5,2,4,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,4,1,4,2002.0,3,2.0,400.0,3,3,2,138,48,0,0,0,0,1,1,0,7,2008,188000
1114,1912,535102010,85,3,69.0,10050,3,2,4,3,5,6,1966,1966,87.0,3,3,3,3,3,6,602.0,1,0.0,191.0,793.0,5,2,4,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,4,1,3,1966.0,3,2.0,432.0,3,3,2,140,40,0,0,0,0,1,1,0,6,2007,175000
1115,1634,527184020,120,3,38.0,4740,3,2,4,3,8,5,1988,1988,0.0,4,3,4,3,4,6,248.0,1,0.0,918.0,1166.0,4,2,4,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,4,0,1,1988.0,2,2.0,480.0,2,3,2,0,108,0,0,135,0,1,1,0,10,2007,182000
1116,1974,902100010,30,1,60.0,6978,4,3,4,3,5,7,1926,1980,0.0,4,4,3,3,1,1,0.0,1,0.0,850.0,850.0,3,2,4,960,0,0,960,0.0,0.0,1,0,2,1,3,5,4,0,1,1981.0,2,2.0,576.0,2,3,2,0,0,116,0,0,0,1,1,0,4,2007,103000
1117,1764,528327060,20,3,69.0,11400,4,2,4,3,10,5,2001,2002,705.0,5,3,5,3,4,6,1282.0,1,0.0,1351.0,2633.0,5,2,4,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,4,2,4,2001.0,2,3.0,804.0,2,3,2,314,140,0,0,0,0,1,1,0,3,2007,466500
1118,634,535154130,20,3,66.0,9240,3,2,4,3,6,8,1959,1998,0.0,4,3,3,3,1,5,708.0,1,0.0,280.0,988.0,3,2,4,988,0,0,988,1.0,0.0,2,0,3,1,4,6,4,0,1,1959.0,1,1.0,297.0,1,3,2,156,0,0,0,0,0,1,1,0,6,2009,149500
1119,1683,527455030,120,3,24.0,2304,4,2,4,3,7,7,1978,1978,0.0,3,3,4,3,1,6,632.0,1,6.0,423.0,1061.0,3,2,4,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,4,0,1,1978.0,1,1.0,319.0,1,3,2,108,32,0,0,0,0,1,1,0,4,2007,142500
1120,2199,909251030,30,3,54.0,7223,4,2,4,3,5,5,1926,1950,0.0,3,3,3,3,2,4,319.0,1,0.0,971.0,1290.0,3,2,4,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,4,0,1,1973.0,1,1.0,352.0,1,3,2,0,0,64,0,0,0,1,3,0,4,2007,136500
1121,2789,907230240,160,4,69.0,3612,3,2,4,3,6,5,1993,1994,0.0,3,3,4,3,1,6,338.0,1,0.0,292.0,630.0,5,2,4,630,690,0,1320,0.0,0.0,2,1,3,1,3,5,4,0,1,1993.0,1,2.0,484.0,1,3,2,0,48,0,0,0,0,1,3,0,6,2006,137000
1122,1018,527301245,20,3,63.0,12680,3,2,4,3,7,6,1988,1988,102.0,4,3,4,4,2,6,983.0,1,0.0,692.0,1675.0,5,2,4,1688,0,0,1688,1.0,0.0,2,0,2,1,5,6,4,1,5,1988.0,2,2.0,528.0,2,3,2,0,48,0,0,141,0,1,1,0,6,2008,226500
1123,14,527180040,20,3,85.0,10176,4,2,4,3,7,5,1990,1990,0.0,3,3,4,3,4,6,637.0,1,0.0,663.0,1300.0,4,2,4,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,4,1,1,1990.0,1,2.0,506.0,1,3,2,192,0,0,0,0,0,1,1,0,2,2010,171500
1124,2782,907200170,80,3,55.0,10780,3,2,4,3,5,5,1976,1976,0.0,3,3,3,3,3,5,483.0,1,0.0,428.0,911.0,4,2,4,954,0,0,954,0.0,0.0,1,0,3,1,3,6,4,0,1,1976.0,1,2.0,576.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2006,132500
1125,2626,535454050,90,3,69.0,8544,4,2,4,3,3,4,1949,1950,340.0,3,3,0,0,1,1,0.0,1,0.0,0.0,0.0,2,0,3,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,4,0,1,1949.0,1,2.0,400.0,1,3,2,0,0,0,0,0,0,1,1,0,5,2006,87500
1127,1232,535105060,20,3,80.0,8400,4,2,4,3,6,9,1962,2005,237.0,4,4,3,3,1,1,0.0,1,0.0,1319.0,1319.0,3,2,4,1537,0,0,1537,1.0,0.0,1,1,3,1,4,7,4,1,4,1962.0,2,2.0,462.0,2,3,2,0,36,0,0,0,0,1,4,0,7,2008,174000
1128,2590,535325450,20,3,85.0,15428,4,2,4,3,5,6,1951,1991,0.0,3,3,3,3,1,3,741.0,1,0.0,143.0,884.0,5,2,4,884,0,0,884,1.0,0.0,1,0,2,1,3,4,4,0,1,1951.0,3,1.0,270.0,3,3,2,0,0,0,0,195,0,1,1,0,6,2006,142000
1130,2358,527377030,20,3,78.0,10140,4,2,4,3,6,6,1974,1999,99.0,3,3,3,3,1,5,663.0,2,377.0,0.0,1040.0,2,2,4,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,4,1,2,1974.0,2,2.0,484.0,2,3,2,265,0,0,0,0,648,2,4,0,1,2006,181000
1131,2911,923225260,160,1,42.0,3964,4,2,4,3,6,4,1973,1973,0.0,3,3,4,3,1,5,837.0,1,0.0,105.0,942.0,4,2,4,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,1,1,4,1973.0,3,2.0,576.0,3,3,2,728,20,0,0,0,0,1,4,0,6,2006,151400
1132,1699,528112150,20,3,98.0,11428,3,2,4,3,8,5,2006,2006,248.0,4,3,4,3,1,1,0.0,1,0.0,1626.0,1626.0,5,2,4,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,4,1,4,2006.0,2,3.0,866.0,2,3,2,0,44,0,0,0,0,1,1,0,5,2007,250000
1133,115,534152100,60,3,80.0,10421,4,2,4,3,7,5,1988,1988,42.0,3,3,4,3,1,6,394.0,1,0.0,586.0,980.0,3,2,4,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,4,1,3,1988.0,1,2.0,496.0,1,3,2,228,66,156,0,0,0,1,3,500,3,2010,196500
1134,1998,902330090,75,1,75.0,13500,4,2,4,3,7,8,1879,1987,0.0,3,4,3,3,1,1,0.0,1,0.0,819.0,819.0,3,2,3,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,4,1,4,1950.0,1,2.0,576.0,1,3,0,0,148,150,0,0,0,1,3,0,2,2007,185000
1135,589,534129380,20,3,75.0,9000,4,2,4,3,6,5,1969,1969,200.0,3,3,3,3,3,4,955.0,1,0.0,261.0,1216.0,3,2,4,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,4,0,1,1969.0,1,1.0,336.0,1,3,2,0,0,0,0,0,0,1,3,0,8,2009,113000
1136,1641,527252070,20,3,60.0,8089,4,4,4,3,8,6,2007,2007,0.0,4,3,4,3,3,6,945.0,1,0.0,474.0,1419.0,5,2,4,1419,0,0,1419,1.0,0.0,2,0,2,1,4,7,4,1,4,2007.0,2,2.0,567.0,2,3,2,140,0,0,0,0,0,1,1,0,10,2007,392000
1137,2821,908103320,90,3,35.0,9400,3,2,4,3,6,5,1975,1975,250.0,3,3,4,4,4,6,945.0,1,0.0,0.0,945.0,3,2,4,980,0,0,980,0.0,2.0,2,0,4,0,3,4,4,0,1,1978.7077955601449,0,0.0,0.0,0,0,2,0,0,0,0,0,0,1,1,0,10,2006,127500
1141,1321,902401120,75,1,75.0,13500,4,2,4,3,10,9,1893,2000,0.0,5,5,3,3,1,1,0.0,1,0.0,1237.0,1237.0,4,2,4,1521,1254,0,2775,0.0,0.0,3,1,3,1,4,9,4,1,4,1988.0,1,2.0,880.0,1,3,2,105,502,0,0,0,0,1,1,0,7,2008,325000
1142,564,532478020,20,3,69.0,15676,3,1,4,3,8,8,1980,1980,115.0,4,4,4,4,4,5,1733.0,3,92.0,189.0,2014.0,4,2,4,2014,0,0,2014,1.0,0.0,2,0,2,1,4,6,1,2,4,1980.0,2,3.0,864.0,2,3,2,462,0,0,255,0,0,1,3,0,4,2009,275000
1143,1771,528358040,60,3,82.0,9950,3,2,4,3,7,5,1995,1995,290.0,4,3,4,3,1,6,565.0,1,0.0,638.0,1203.0,5,2,4,1214,1306,0,2520,0.0,0.0,2,1,4,1,4,9,4,1,3,1995.0,2,3.0,721.0,2,3,2,224,114,0,0,0,0,1,1,0,6,2007,290000
1144,90,532479070,20,3,39.0,15410,3,2,4,3,6,6,1974,2002,250.0,3,4,3,3,4,4,126.0,6,859.0,223.0,1208.0,5,2,4,1494,0,0,1494,1.0,0.0,2,0,3,1,3,7,4,2,2,1974.0,3,2.0,461.0,3,3,2,296,0,186,0,0,0,1,4,0,4,2010,169000
1145,2684,903235020,30,1,50.0,6000,4,2,4,3,5,7,1921,1950,0.0,3,3,3,3,1,2,616.0,1,0.0,0.0,616.0,4,2,4,616,0,0,616,0.0,0.0,1,0,2,1,3,4,4,0,1,1921.0,1,1.0,205.0,1,3,2,0,0,129,0,0,0,1,1,0,6,2006,89000
1146,13,527166040,60,3,63.0,8402,3,2,4,3,6,5,1998,1998,0.0,3,3,4,3,1,1,0.0,1,0.0,789.0,789.0,4,2,4,789,676,0,1465,0.0,0.0,2,1,3,1,3,7,4,1,4,1998.0,3,2.0,393.0,3,3,2,0,75,0,0,0,0,1,1,0,5,2010,180400
1147,445,528142130,20,3,85.0,10655,3,2,4,3,8,5,2003,2004,296.0,4,3,4,3,1,6,1124.0,1,479.0,1603.0,3206.0,5,2,4,1629,0,0,1629,1.0,0.0,2,0,3,1,4,7,4,1,4,2003.0,2,3.0,880.0,2,3,2,0,0,0,0,0,0,1,1,0,10,2009,284000
1148,1914,535106140,20,3,70.0,10150,4,2,4,3,5,5,1958,1958,1.0,3,3,3,3,1,3,456.0,1,0.0,456.0,912.0,5,2,3,912,0,0,912,0.0,0.0,1,0,2,1,3,5,4,0,1,1958.0,2,1.0,275.0,2,3,2,0,0,0,0,0,0,1,1,0,7,2007,114500
1149,2811,907410110,20,3,84.0,10084,4,2,4,3,7,5,2005,2006,196.0,4,3,4,3,3,6,24.0,1,0.0,1528.0,1552.0,5,2,4,1552,0,0,1552,0.0,0.0,2,0,3,1,4,7,4,0,1,2005.0,2,3.0,782.0,2,3,2,144,20,0,0,0,0,1,1,0,7,2006,212900
1150,850,907194110,20,3,67.0,16285,2,2,4,3,7,5,2001,2002,0.0,4,3,4,3,1,1,0.0,1,0.0,1413.0,1413.0,5,2,4,1430,0,0,1430,0.0,0.0,2,0,3,1,4,6,4,0,1,2001.0,2,2.0,605.0,2,3,2,0,33,0,0,0,0,1,1,0,6,2009,187100
1152,2225,909428340,20,3,69.0,21579,3,2,4,3,6,6,1968,1968,0.0,3,3,4,3,1,4,813.0,1,0.0,675.0,1488.0,5,2,4,1488,0,0,1488,0.0,1.0,2,0,3,1,3,7,4,2,4,1968.0,2,2.0,552.0,2,3,2,0,0,216,0,0,0,1,1,0,9,2007,215000
1153,1477,907412080,60,3,64.0,8320,4,2,4,3,7,5,2004,2004,0.0,4,3,4,3,1,6,490.0,1,0.0,280.0,770.0,5,2,4,770,812,0,1582,0.0,0.0,2,1,3,1,4,6,4,0,1,2004.0,2,2.0,520.0,2,3,2,0,45,0,0,0,0,1,1,0,9,2008,185900
1154,399,527405160,20,3,60.0,6960,4,2,4,3,4,6,1970,1970,0.0,3,3,3,3,1,5,375.0,4,239.0,250.0,864.0,3,2,4,864,0,0,864,0.0,0.0,1,0,3,1,4,5,4,0,1,1989.0,1,2.0,660.0,1,3,2,96,0,0,0,0,0,1,1,500,11,2009,120500
1155,2431,528231050,60,3,60.0,21930,1,2,4,3,5,5,2005,2005,0.0,4,3,4,4,3,1,0.0,1,0.0,732.0,732.0,5,2,4,734,1104,0,1838,0.0,0.0,2,1,4,1,3,7,4,1,4,2005.0,3,2.0,372.0,3,3,2,100,40,0,0,0,0,1,1,0,7,2006,192140
1156,1605,923277030,20,3,60.0,6600,4,2,4,3,5,9,1982,2008,0.0,4,4,3,3,1,5,641.0,1,0.0,175.0,816.0,5,2,4,816,0,0,816,0.0,1.0,1,0,3,1,4,5,4,1,5,1982.0,1,1.0,264.0,1,3,2,0,0,0,0,0,0,1,3,0,10,2008,130500
1157,897,908225370,50,3,50.0,8405,4,2,4,3,4,3,1945,1950,0.0,3,3,0,0,1,1,0.0,1,0.0,0.0,0.0,3,0,2,1088,441,0,1529,0.0,0.0,2,0,4,1,3,9,2,0,1,1945.0,1,1.0,240.0,1,3,0,92,0,185,0,0,0,1,1,0,4,2009,98000
1158,1426,906412010,20,3,91.0,11778,4,2,4,3,9,5,2008,2008,554.0,4,3,4,3,4,6,2085.0,1,0.0,186.0,2271.0,5,2,4,2276,0,0,2276,1.0,0.0,2,0,3,1,5,7,4,2,4,2008.0,2,3.0,1348.0,2,3,2,0,0,70,0,255,0,1,1,0,6,2008,475000
1159,2240,910204090,30,1,60.0,8967,4,2,4,3,5,2,1920,1950,0.0,3,2,2,1,1,1,0.0,1,0.0,961.0,961.0,4,2,0,1077,0,0,1077,0.0,0.0,1,0,2,1,3,6,1,0,1,1920.0,1,1.0,338.0,1,1,0,0,0,0,0,0,0,1,1,0,11,2007,67000
1160,1706,528144050,60,3,86.0,10562,4,2,4,3,8,5,2007,2007,300.0,4,3,5,3,1,6,1288.0,1,0.0,294.0,1582.0,5,2,4,1610,551,0,2161,1.0,0.0,1,1,3,1,5,8,4,1,4,2007.0,3,3.0,789.0,3,3,2,178,120,0,0,0,0,1,1,0,11,2007,325624
1161,2252,914460110,20,3,44.0,12864,3,2,4,3,7,5,2002,2002,0.0,4,3,4,3,1,6,1392.0,1,0.0,17.0,1409.0,5,2,4,1409,0,0,1409,1.0,0.0,1,1,1,1,4,4,4,1,4,2002.0,2,2.0,576.0,2,3,2,0,144,0,0,145,0,1,1,0,7,2007,245000
1162,1136,531375110,20,3,66.0,13695,4,2,4,3,5,5,2004,2004,0.0,3,3,3,3,1,6,646.0,1,0.0,468.0,1114.0,5,2,4,1114,0,0,1114,1.0,0.0,1,1,3,1,4,6,4,0,1,2004.0,1,2.0,576.0,1,3,2,0,102,0,0,0,0,1,1,0,6,2008,159000
1163,1877,534204120,20,3,79.0,10289,4,2,4,3,5,7,1965,1965,168.0,3,3,3,3,1,5,836.0,1,0.0,237.0,1073.0,3,2,4,1073,0,0,1073,1.0,0.0,1,1,3,1,3,6,4,0,1,1965.0,2,2.0,515.0,2,3,2,0,0,0,0,0,0,1,1,0,6,2007,156000
1164,424,528106020,20,3,105.0,15431,4,2,4,3,10,5,2008,2008,200.0,5,3,5,3,4,6,1767.0,5,539.0,788.0,3094.0,5,2,4,2402,0,0,2402,1.0,0.0,2,0,2,1,5,10,4,2,4,2008.0,3,3.0,672.0,3,3,2,0,72,0,0,170,0,1,1,0,4,2009,555000
1165,1182,533251120,20,3,69.0,11120,3,2,4,3,6,6,1984,1984,0.0,3,3,4,3,1,4,660.0,1,0.0,572.0,1232.0,3,2,4,1232,0,0,1232,0.0,0.0,2,0,3,1,3,6,4,0,1,1984.0,1,2.0,516.0,1,3,2,0,0,0,0,0,0,1,1,0,6,2008,162500
1166,2750,906225180,90,3,73.0,9069,4,2,4,3,6,8,1993,1993,0.0,4,4,4,3,3,2,261.0,6,1083.0,0.0,1344.0,4,2,4,1440,0,0,1440,2.0,0.0,2,0,2,2,4,8,4,0,1,1993.0,1,4.0,920.0,1,3,2,288,0,0,0,0,0,1,1,0,4,2006,224500
1167,1016,527276040,20,3,69.0,47280,3,2,4,3,6,5,1950,1950,44.0,3,3,3,3,1,1,0.0,1,0.0,1488.0,1488.0,4,2,4,1488,0,0,1488,0.0,0.0,2,1,3,1,3,6,4,1,3,1950.0,2,2.0,738.0,2,3,2,0,0,180,0,0,0,1,1,0,7,2008,133000
1168,2436,528250060,60,3,63.0,7875,4,2,4,3,7,5,2003,2003,0.0,4,3,4,3,1,1,0.0,1,0.0,783.0,783.0,5,2,4,807,702,0,1509,0.0,0.0,2,1,3,1,4,8,4,1,4,2003.0,3,2.0,393.0,3,3,2,0,75,0,0,0,0,1,1,0,7,2006,180000
1169,1607,923277080,20,3,60.0,6600,4,2,4,3,5,6,1982,2005,0.0,3,3,3,3,1,6,638.0,1,0.0,207.0,845.0,4,2,4,845,0,0,845,0.0,0.0,1,0,3,1,4,6,4,0,1,1982.0,1,1.0,264.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2008,134500
1170,2337,527216050,60,3,66.0,13682,2,4,4,3,10,5,2006,2006,1031.0,5,3,5,3,4,1,0.0,1,0.0,1410.0,1410.0,5,2,4,1426,1519,0,2945,0.0,0.0,3,1,3,1,4,10,4,1,4,2006.0,3,3.0,641.0,3,3,2,192,0,37,0,0,0,1,1,0,10,2006,438780
1171,1233,535105090,80,3,101.0,9150,3,2,4,3,6,5,1962,1962,305.0,3,3,4,3,4,6,371.0,1,0.0,728.0,1099.0,4,2,4,1431,0,0,1431,0.0,1.0,1,0,3,1,3,6,4,1,4,1962.0,2,1.0,296.0,2,3,2,64,110,0,0,0,0,1,1,0,12,2008,165000
1172,419,527455240,20,3,65.0,7150,4,2,4,3,5,5,1967,1967,60.0,3,3,3,3,1,4,432.0,1,0.0,460.0,892.0,3,2,4,892,0,0,892,0.0,0.0,1,0,3,1,3,5,4,0,1,1967.0,2,1.0,288.0,2,3,2,0,0,0,0,0,0,1,2,0,7,2009,100000
1173,633,535154060,20,3,69.0,12285,3,2,4,3,7,6,1960,1960,128.0,3,3,3,3,1,4,544.0,1,0.0,785.0,1329.0,4,2,4,1329,0,0,1329,0.0,0.0,1,1,3,1,3,5,4,2,4,1960.0,1,2.0,441.0,1,3,2,0,0,203,0,0,0,1,1,0,8,2009,176000
1174,2722,905200340,20,3,102.0,17920,4,2,4,3,5,4,1955,1974,0.0,3,3,3,3,2,5,306.0,3,1085.0,372.0,1763.0,3,2,4,1779,0,0,1779,1.0,0.0,1,1,3,1,3,6,4,1,4,1955.0,1,2.0,454.0,1,3,2,0,418,0,0,312,0,1,1,0,7,2006,170000
1175,469,528228290,120,3,53.0,3684,4,2,4,3,7,5,2007,2007,130.0,4,3,4,3,1,1,0.0,1,0.0,1373.0,1373.0,5,2,4,1555,0,0,1555,0.0,0.0,2,0,2,1,4,7,4,1,3,2007.0,3,3.0,660.0,3,3,2,143,20,0,0,0,0,1,1,0,6,2009,174000
1176,1365,903456130,50,1,62.0,7006,4,2,4,3,6,6,1925,1950,0.0,3,3,3,3,1,3,121.0,1,0.0,647.0,768.0,3,2,4,788,448,0,1236,1.0,0.0,2,0,3,1,3,6,4,1,4,1985.0,1,1.0,384.0,1,3,2,0,0,0,0,0,0,1,3,0,8,2008,127000
1177,1098,528294060,60,3,77.0,8390,3,2,4,3,7,5,1999,1999,0.0,3,3,4,3,1,1,0.0,1,0.0,831.0,831.0,5,2,4,873,778,0,1651,0.0,0.0,2,1,3,1,3,7,4,1,3,1999.0,3,2.0,450.0,3,3,2,0,103,0,0,0,0,1,1,0,5,2008,185900
1178,711,902206260,30,1,50.0,5784,4,2,4,3,5,8,1938,1996,0.0,3,3,2,3,1,1,0.0,1,0.0,190.0,190.0,4,2,3,886,0,0,886,0.0,0.0,1,0,2,1,3,4,4,0,1,1938.0,1,1.0,273.0,1,3,2,144,20,80,0,0,0,1,1,0,12,2009,91300
1179,2808,907405030,20,3,70.0,9135,4,2,4,3,6,5,2003,2003,120.0,4,3,4,3,3,6,340.0,1,0.0,1342.0,1682.0,5,2,4,1700,0,0,1700,1.0,0.0,2,0,3,1,4,7,4,0,1,2003.0,2,2.0,544.0,2,3,2,192,23,0,0,0,0,1,1,0,5,2006,200000
1180,1959,535450310,50,3,78.0,10496,4,2,4,3,6,6,1949,1950,320.0,3,3,3,3,2,3,196.0,1,0.0,844.0,1040.0,5,2,4,1168,678,0,1846,0.0,0.0,2,0,3,1,3,7,4,1,4,1949.0,1,1.0,315.0,1,3,2,0,0,0,0,0,0,1,2,0,1,2007,143000
1181,2720,905200280,50,3,69.0,13650,4,2,4,3,5,5,1958,1958,0.0,4,4,3,3,1,5,57.0,4,441.0,554.0,1052.0,5,2,4,1252,668,0,1920,1.0,0.0,2,0,4,1,4,8,4,1,4,1958.0,1,2.0,451.0,1,3,2,0,0,0,0,0,0,1,1,0,7,2006,172500
1182,2170,908103090,20,3,67.0,8308,4,2,4,3,4,6,1963,1963,20.0,3,4,3,3,1,4,132.0,2,841.0,115.0,1088.0,3,2,4,1088,0,0,1088,0.0,0.0,1,0,2,1,3,4,4,0,1,2002.0,1,2.0,520.0,1,3,1,0,0,0,0,0,0,1,1,0,6,2007,110000
1183,603,534277090,20,3,69.0,9450,3,2,4,3,4,5,1957,1957,160.0,3,3,3,3,1,4,775.0,1,0.0,265.0,1040.0,3,2,4,1362,0,0,1362,1.0,0.0,1,0,3,1,3,6,4,1,4,1982.0,2,3.0,768.0,2,3,2,0,0,84,0,0,0,1,3,0,5,2009,140000
1184,2113,906394050,20,3,78.0,9317,3,2,4,3,6,5,2006,2006,0.0,4,3,4,3,1,6,24.0,1,0.0,1290.0,1314.0,4,2,4,1314,0,0,1314,0.0,0.0,2,0,3,1,4,6,4,1,4,2006.0,2,2.0,440.0,2,3,2,0,22,0,0,0,0,1,1,0,3,2007,176432
1185,1146,531450090,20,3,69.0,7153,4,2,4,3,6,5,1991,1991,88.0,3,3,4,3,1,6,1200.0,1,0.0,78.0,1278.0,4,2,4,1294,0,0,1294,1.0,0.0,2,0,3,1,4,6,4,0,1,1991.0,2,2.0,496.0,2,3,2,112,51,0,0,0,0,1,2,0,6,2008,179200
1186,2105,906380120,20,3,68.0,8814,4,2,4,3,7,5,2005,2007,80.0,4,3,4,3,1,6,925.0,1,0.0,349.0,1274.0,5,2,4,1274,0,0,1274,1.0,0.0,2,0,3,1,4,6,4,0,1,2005.0,2,2.0,508.0,2,3,2,264,98,0,0,0,0,1,1,0,1,2007,203000
1187,1786,528435060,20,3,83.0,9849,4,2,4,3,7,6,2007,2007,0.0,4,3,4,3,3,1,0.0,1,0.0,1689.0,1689.0,5,2,4,1689,0,0,1689,0.0,0.0,2,0,3,1,4,7,4,0,1,2007.0,2,3.0,954.0,2,3,2,0,56,0,0,0,0,1,1,0,6,2007,248328
